Burt,LP,22.95
Burt,AUC,3.74
Burt,ALP,51.63
Canning,LP,43.81
Canning,ALP,32.78
Canning,ON,4.47
Canning,CYA,0.67
Canning,UAP,2.59
Canning,WAP,2.34
Canning,IMO,0.83
Canning,GRN,8.13
Canning,IND,1.81
Canning,AUC,1.79
Canning,LDP,0.79
Cowan,ALP,46.86
Cowan,GRN,9.86
Cowan,AUC,1.86
Cowan,CYA,1.13
Cowan,ON,2.85
Cowan,LDP,1.08
Cowan,WAP,1.72
Cowan,UAP,2.43
Cowan,LP,30.42
Cowan,AJP,1.78
Curtin,UAP,1.74
Curtin,WAP,1.18
Curtin,CYA,0.73
Curtin,LP,41.33
Curtin,ON,1.25
Curtin,IND,29.46
Curtin,ALP,13.95
Curtin,GRN,10.37
Durack,CYA,1.62
Durack,LP,34.33
Durack,GAP,3.06
Durack,WAP,2.77
Durack,ALP,29.15
Durack,ON,6.9
Durack,NP,10.23
Durack,GRN,9.45
Durack,UAP,2.49
Forrest,UAP,2.55
Forrest,LDP,1.66
Forrest,CYA,1.21
Forrest,GRN,13.44
Forrest,WAP,2.24
Forrest,GAP,3.06
Forrest,ALP,27.44
Forrest,ON,5.28
Forrest,LP,43.12
Fremantle,GAP,2.34
Fremantle,SAL,1.21
Fremantle,CYA,1.39
Fremantle,ALP,43.97
Fremantle,UAP,2.04
Fremantle,LP,24.22
Fremantle,GRN,18.14
Fremantle,LDP,1.28
Fremantle,WAP,2.29
Fremantle,ON,3.12
Hasluck,IND,3.37
Hasluck,GRN,10.99
Hasluck,UAP,3.02
Hasluck,WAP,2.6
Hasluck,ON,3.84
Hasluck,LP,33.39
Hasluck,CYA,1.77
Hasluck,ALP,39.73
Hasluck,LDP,1.3
Moore,GAP,1.84
Moore,WAP,2.96
Moore,ALP,32.74
Moore,GRN,14.26
Moore,LP,41.81
Moore,ON,3.39
Moore,UAP,2.24
Moore,CYA,0.76
O'Connor,ON,7.06
O'Connor,ALP,26.63
O'Connor,GRN,10.63
O'Connor,CYA,1.39
O'Connor,WAP,2.45
O'Connor,AUC,2.87
O'Connor,UAP,1.78
O'Connor,GAP,2.42
O'Connor,LP,44.76
Pearce,GAP,2.28
Pearce,GRN,10.97
Pearce,LDP,1.63
Pearce,ALP,42.77
Pearce,UAP,2.67
Pearce,WAP,2.32
Pearce,ON,4.53
Pearce,LP,29.9
Pearce,AUC,2.21
Pearce,CYA,0.72
Perth,ON,2.69
Perth,AUC,1.48
Perth,GAP,0.69
Perth,WAP,1.84
Perth,AJP,1.5
Perth,ALP,39.25
Perth,LDP,1.38
Perth,UAP,1.57
Perth,GRN,22.16
Perth,LP,26.74
Perth,CYA,0.7
Swan,UAP,2.64
Swan,LDP,1.82
Swan,AJP,2.21
Swan,ALP,39.07
Swan,CYA,0.79
Swan,WAP,2.06
Swan,ON,2.54
Swan,LP,32.08
Swan,GRN,14.86
Swan,AUC,1.93
Tangney,ON,2.13
Tangney,WAP,1.95
Tangney,AUC,2.31
Tangney,UAP,1.6
Tangney,ALP,38.07
Tangney,LP,39.99
Tangney,CYA,0.96
Tangney,LDP,1.03
Tangney,GRN,11.97
